<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GAZP,W,20221205,000000,164.2800000,164.3300000,162.7000000,163.0200000,4794740
